Provider,Policy URL,Industry,Source,Date,Status,Score,GDPR Score,Graph Kind,Pipeline Status,Pipeline Errors
UnitedHealth Group,https://www.unitedhealthgroup.com/privacy.html,Healthcare,webpage,2025-09-05,True,83.3,90.5,standard,succeeded,[]
UnitedHealth Group,./output/data/UnitedHealthGroup.pdf,Healthcare,pdf,2025-10-30,True,83.3,93.0,standard,succeeded,[]
Universal Health Services,https://uhs.com/compliance-ethics-program/online-privacy-policy/,Healthcare,pdf,2025-09-05,False,,,none,pending,[]
Universal Health Services,https://uhs.com/compliance-ethics-program/online-privacy-policy/,Healthcare,webpage,2025-09-05,False,,,none,pending,[]
Universal Health Services,./output/data/UHS.pdf,Healthcare,pdf,2025-10-30,True,70.8,57.8,standard,succeeded,[]
Verisign,https://www.verisign.com/en_US/verisign-privacy-statement/index.xhtml,Information Technology,pdf,2025-09-05,True,75.0,85.5,standard,succeeded,[]
Verisign,https://www.verisign.com/en_US/verisign-privacy-statement/index.xhtml,Information Technology,webpage,2025-09-05,True,75.0,83.3,standard,succeeded,[]
Verisign,./output/data/Verisign.pdf,Information Technology,pdf,2025-10-30,True,75.0,83.4,standard,succeeded,[]
Viatris,https://www.viatris.com/en/privacy-policy,Healthcare,pdf,2025-09-05,False,,,none,pending,[]
Viatris,https://www.viatris.com/en/privacy-policy,Healthcare,webpage,2025-09-05,True,79.2,82.2,standard,succeeded,[]
Viatris,./output/data/Viatris.pdf,Healthcare,pdf,2025-10-30,True,79.2,81.5,standard,succeeded,[]
Visa Inc.,https://usa.visa.com/legal/global-privacy-notice.html,Financials,pdf,2025-09-05,True,79.2,85.4,standard,succeeded,[]
Visa Inc.,https://usa.visa.com/legal/global-privacy-notice.html,Financials,webpage,2025-09-05,True,79.2,71.7,standard,succeeded,[]
Visa Inc.,./output/data/Visa.pdf,Financials,pdf,2025-10-30,True,75.0,89.3,standard,succeeded,[]
W. R. Berkley Corporation,https://www.berkley.com/privacy#websitePrivacyPolicy,Financials,pdf,2025-09-05,True,83.3,83.9,standard,succeeded,[]
W. R. Berkley Corporation,https://www.berkley.com/privacy#websitePrivacyPolicy,Financials,webpage,2025-09-05,True,87.5,80.5,standard,succeeded,[]
W. R. Berkley Corporation,./output/data/Berkley.pdf,Financials,pdf,2025-10-30,True,87.5,80.3,standard,succeeded,[]
Waters Corporation,https://waters.navexone.com/content/dotNet/documents/download.aspx?docid=1755&DocRevisionNum=0&access=3LxDCV8eguNjS9P8GYcIbTtxmKk8xrTVekQtZHrU2OM!,Healthcare,pdf,2025-09-05,False,,,none,pending,[]
Waters Corporation,https://waters.navexone.com/content/dotNet/documents/download.aspx?docid=1755&DocRevisionNum=0&access=3LxDCV8eguNjS9P8GYcIbTtxmKk8xrTVekQtZHrU2OM!,Healthcare,webpage,2025-09-05,False,,,none,pending,[]
Waters Corporation,./output/data/Waters.pdf,Healthcare,pdf,2025-10-30,True,62.5,72.9,standard,succeeded,[]
Wells Fargo,https://www.wellsfargo.com/assets/pdf/personal/privacy-security/us_consumer_privacy_notice_english.pdf,Financials,pdf,2025-09-05,True,45.8,62.7,standard,succeeded,[]
Wells Fargo,https://www.wellsfargo.com/assets/pdf/personal/privacy-security/us_consumer_privacy_notice_english.pdf,Financials,webpage,2025-09-05,False,,,none,pending,[]
Wells Fargo,./output/data/WellsFargo.pdf,Financials,pdf,2025-10-30,True,45.8,62.7,standard,succeeded,[]
West Pharmaceutical Services,https://www.westpharma.com/privacy-policy,Healthcare,pdf,2025-09-05,False,,,none,pending,[]
West Pharmaceutical Services,https://www.westpharma.com/privacy-policy,Healthcare,webpage,2025-09-05,False,,,none,pending,[]
West Pharmaceutical Services,./output/data/WestPharma.pdf,Healthcare,pdf,2025-10-30,True,70.8,95.2,standard,succeeded,[]
Western Digital,https://documents.westerndigital.com/content/dam/doc-library/en_us/assets/public/western-digital/collateral/company/western-digital-privacy-policy-en.pdf,Information Technology,pdf,2025-09-05,True,83.3,83.5,standard,succeeded,[]
Western Digital,https://documents.westerndigital.com/content/dam/doc-library/en_us/assets/public/western-digital/collateral/company/western-digital-privacy-policy-en.pdf,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
Western Digital,./output/data/WesternDigital.pdf,Information Technology,pdf,2025-10-30,True,83.3,83.5,standard,succeeded,[]
Willis Towers Watson,https://www.wtwco.com/en-us/notices/global-website-privacy-notice,Financials,pdf,2025-09-05,True,70.8,77.8,standard,succeeded,[]
Willis Towers Watson,https://www.wtwco.com/en-us/notices/global-website-privacy-notice,Financials,webpage,2025-09-05,True,70.8,74.0,standard,succeeded,[]
Willis Towers Watson,./output/data/WTW.pdf,Financials,pdf,2025-10-30,True,70.8,77.3,standard,succeeded,[]
"Workday, Inc.",https://www.workday.com/content/dam/web/en-us/documents/legal/workday-privacy-statement.pdf,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
"Workday, Inc.",https://www.workday.com/content/dam/web/en-us/documents/legal/workday-privacy-statement.pdf,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
"Workday, Inc.",./output/data/Workday.pdf,Information Technology,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T18:44:58.880588+00:00""}, {""message"": ""Graph generation error: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-16T18:44:58.880738+00:00""}]"
Zebra Technologies,https://www.zebra.com/us/en/about-zebra/company-information/legal/privacy-statement.html,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Zebra Technologies,https://www.zebra.com/us/en/about-zebra/company-information/legal/privacy-statement.html,Information Technology,webpage,2025-09-05,True,75.0,80.8,standard,succeeded,[]
Zebra Technologies,./output/data/Zebra.pdf,Information Technology,pdf,2025-10-30,True,75.0,77.9,standard,succeeded,[]
Zimmer Biomet,https://www.zimmerbiomet.com/en/corporate/privacy-notice.html,Healthcare,pdf,2025-09-05,True,83.3,81.2,standard,succeeded,[]
Zimmer Biomet,https://www.zimmerbiomet.com/en/corporate/privacy-notice.html,Healthcare,webpage,2025-09-05,True,83.3,82.3,standard,succeeded,[]
Zimmer Biomet,./output/data/ZimmerBiomet.pdf,Healthcare,pdf,2025-10-30,True,83.3,82.6,standard,succeeded,[]
Zoetis,https://www.zoetis.com/privacy-policy,Healthcare,pdf,2025-09-05,False,,,none,pending,[]
Zoetis,https://www.zoetis.com/privacy-policy,Healthcare,webpage,2025-09-05,True,58.3,54.2,standard,succeeded,[]
Zoetis,./output/data/Zoetis.pdf,Healthcare,pdf,2025-10-30,True,62.5,66.7,standard,succeeded,[]
Zoetis,./output/Zoetis/2026-05-15_pdf/Zoetis.pdf,Healthcare,pdf,2026-05-15,False,,,,pending,
